,Word,Mnemonic_1,Mnemonic_2,Mnemonic_3,Mnemonic_4,Mnemonic_5,Mnemonic_6,Mnemonic_7,Mnemonic_8,Mnemonic_9,Mnemonic_10,Mnemonic_11,Mnemonic_12,Mnemonic_13,Mnemonic_14,Mnemonic_15,Mnemonic_16,Mnemonic_17,Mnemonic_18,Mnemonic_19,Mnemonic_20,Mnemonic_21,Mnemonic_22,Mnemonic_23,Mnemonic_24,Mnemonic_25,Mnemonic_26
489,divulge,A girl asks u what is that bulge ( rhymes with vulge) in your pant ;then u reveal or show it,di + vulge close ti not to indulge...so reveal it,Divulge  = di(double) + vul(fault) + ge; double fault of ge is come out in its product.,Div (split) + Vault (secret box) - > reveal,Di (not) + vulge(vulgar_)..to prove that your relationship is not vulgar you will reaveal the relationship.,,,,,,,,,,,,,,,,,,,,,
490,dogmatic,"If you try to read ""dogmatic"" from back to front; you will get ""i am god"". the person who think that he is a god is arrogant and stubborn",dogmatic=dogs+mat..dogs dont stay constantly on a mat...they always roam here and there....dogmatic means constant,Dog+matic..... Dogs once chase you; they will not leave you; until bits you!!!,concentrate on word DOGMA. dogma means a doctrine or codes. So dogmatic becomes doctrinal. again a doctrine is made of opinions; thus comes opinionated.,when (dog) barks continually; (mat) shouts in an arrogant manner to make him quiet,"Think ""dog magic."" People may believe DOGs are MAGICal; but they have no way of proving it.",split as Dog(Bad) + Male >>> Dog like  males have bad attitude;they are arrogant and think they are always right.,"Dogmatic/Dogma: Just think of Dogmatic as ""Dog Attitude"" hence dog is determined and no one can alter;change the dogs principles like ""Dog's Tail is always curvy"" .",,,,,,,,,,,,,,,,,,
491,fallacious,fallacious.split it like fallac+ious...if you just concentrate on fallac..it look like FALSE;......so THINK that SOMETHING is based on a FALSE OR incorrect notion.....,basically this word is taken from... fallacia..means deceitful......so something which is deceitful is always based on misleading and incorrect notion.,"the root fall means to deceive;if u remember this root it will in other words like infallible-not prone to error
falsify-lie","It sounds like malicious ;;; malicious software ""misleads"" us ; its ""harmful""",fall ante padesdhi so some thing harmful,fal(falthu in hindi) =>means waste which is not correct(lie),fallacious - misleading and fall from height.(false;misleading),,,,,,,,,,,,,,,,,,,
492,foolhardy,Foolishly hard.,A fool and hardy sailor would take the risk of sailing in a bad weather.,Laurell and hardy were foolhardy,remember from (hardy boys) in wwe sport they are always rash,"fool: stupid
hardy: courage
foolhardy means courage in a stupid way -> disregard all possibly badconsequences","imagine Laurel tells his partner:""don't be a Fool Hardy; its very dangerous""...remember how reckless those two were in their hilarious comedy",FOOLHARDY = HARDLY A FOOL = COURAGEOUS AND BOLD,,,,,,,,,,,,,,,,,,,
493,hinder,Think BE-Hind ; that action behinds you essentially put you in disadvantage,,,,,,,,,,,,,,,,,,,,,,,,,
494,impair,Opposite of Repair.Repair is to mend; Impair is to Injure..,im+pair. If you damage a pair of something..you seperate them...so you injure them...,"impair=i+m+pair.....when my gf said to me that ""i am paired(i m pair) with some on else for the dance competition""...it HURT/INJURED my feelings a lot...................:)",Im+Pair. If you wear incorrect pair of shoes you may hurt yourself while walking.,,,,,,,,,,,,,,,,,,,,,,
495,impugn,pugn is root word meaning fight...(for eg ..pugnacious means quarrelsome) so impugn means sense of contradicting in order to cause a dispute,im + PUGN ~ pugn looks like pungaa(hindi); NOW think of a person who is habitual of taking PUNGAA; he will always CONTRADICT people; and will always CHALLENGE others (impugn others).,Im (not) pugn (pun).  A pun is usually funny; but impugn is the opposite; it means to dispute or contradict; challange.,"We know PUGNACITY as ""PUNGA CITY"" pugn means ""attack"" ...and impugn means to attack with words or arguments...!","a im""PUG""n cannot attack..so an attack done by him is a false attack.",PEUN(drunken in marathi)..im peun means i m not drunken...you are fighting with your father that you are not drunken..hence proving his allegations false,IMPUGN is the opposite of IMPUNITY.,When you impugn one's integrity; you put them IN POO.,impugn..im-not...'pug'..imagine ur dad promised to present u a pug dog on ur bday..instead he bot some other dog..den wat u wud do..u wud QUESTION ur dad and attak it to be wrong,i am a PUG and can only ataack VERBALLY by barking,Concentrate on PUGNA -- If some one says you look like a PUG (Vodafone Ad dog) -- You ll say NAh!! and contradict him/ attack him saying it is false,,,,,,,,,,,,,,,
496,incessant,IN(MEANS not)+cessa(sounds like CEASE (MEANS TO STOP)...something which does not stop ; and continues forever; hence UNINTERRUPTED AND UNCEASING.,the meeting is IN SESSION and it may never end.,in(not) + cease=continuous,in(not) + cease=continuous,,,,,,,,,,,,,,,,,,,,,,
497,inclined,No Mnemonic,,,,,,,,,,,,,,,,,,,,,,,,,
498,inveterate,"In this word. we have a root ie..
veter--that have lasted a long time and seem likely to continue.
This itself gives an idea of the meaning.",World war II veterans. veter is a root which means for a long time,in + veter (water) + ate -> even in water (flood) a deeply rooted tree will stand still...,Inveterate = in wet(vet) ra tea tagudam...its a habitual; deeply rooted; firmly established thing to have when the climate is wet..,He had the habit of collecting information about different animals and he chose to study vet (veterinary) as his professional course.,invert + rate >>> yane jab koi shopkeeper ya koi bhaji wala rate bolata hai; tab womens ko AADAT(habitual) hoti hai bhaav karne ki,Inveterate = In + better + ate; He ated in good manner so he will lasting long.,These veteran smokers are inveterate smokers,,,,,,,,,,,,,,,,,,
499,miserly,MY SIR gave me only a flower of liLY;nothing else that shows his stingyness,Miser Lee - a miserly old goat gave his children nothing but a pencil during Christmas time,miser-kanjoos; they lack generocity..therefore miserly means lacking generocity and being mean,,,,,,,,,,,,,,,,,,,,,,,
500,patent,relate it with patient....when you enter a hospital; you can easily judge a patient from the  others. Something easily seen.,blatant,I have the PATENT of my invention. So it's CLEAR to everyone that who is the real inventor.,patent ka matlab hi ki pakado tent ka sabhi rights;kyunki tent tumhara hi,APPARENTLY we have to PAY for the TENT.. (pa-tent),,,,,,,,,,,,,,,,,,,,,
501,petulant,The pet - u - lent me is getting me irritated,If somebody peet you(hindi of hitting somebody)or beat you up; you will become irritable and annoyed.,remember aunt PETUNIA in harry potter?she is very ILL TEMPERED and always ANNOYED on poor harry,PETU(bhadakna like petrol or gas)....hence petulant is a person jo baat baat pe bhadak jata hain....,if somebody calls you petu(a person with tummy in hindi); you will get annoyed!,pest u lent,,,,,,,,,,,,,,,,,,,,
502,pithy,pi-thy: the math symbol pi is concise and has great meaning,pithy : pithaj+y=pithaji;he should be very precise and brief,Pithy saying is concise and meaningful saying,"PIThy -as  pit (you dig a pit on the road  with very concise measurements so tha that you do minimum damagge to the alignment of the road)
if you speak telugu it can be pronounced as pit thiyyi(dig in  english)",Think pithy of the smithy... and in fantasy books Dwarves are smithys; they are always brief and concise.,"Pi- thy .Pi has great conciseness and substance.And then so ;the ""pithy"" means full of pith the real substance.","Customers who go to twenty second street to see the Smithy;
Never pay a visit to his toilet that is not pithy;
For the smell of that room is always quite iffy.",Father is PITH of the family and speaks PITHY,,,,,,,,,,,,,,,,,,
503,pliant,sounds like plant and Plants are more pliant[flexible] than trees.,like comPLIANT,it comes from PLIER ;which is used to bend wires .....so pliant --> able to be bent;foldable;flexible; .,,,,,,,,,,,,,,,,,,,,,,,
504,sanctimonious,saints and munis are sanctimonious... DHONGI SAADHU,saint+money...acting like a saint for money..they're false; displaying false piety,"A foreigner wants to be labelled as a muni .. ""I am a Sancti Muni; Baby"" .. How will he do so; by displaying ostentatious devoutness .. Else nobody will fall in the trap.",SANCTIMONIOUS or RIGHTEOUS or OSTENTATIOUS - someone who makes a show of righteousness; is hypocritical.,Sacred pandit singing MUNNI BADNAAM HUI at the same time hypocratizing not to drink and smoke,sanctimonious: sancti~santi+moni~money= the one who says peaceful words as many donga/chor swamis/saints for money are not really true; they just display themselves as pious. the one who preaches some santi words for money.ka paul,,,,,,,,,,,,,,,,,,,,
505,sound,when some are rich(good condition) we say sound party,,,,,,,,,,,,,,,,,,,,,,,,,
506,tarnish,its opposite of garnish..simple,opposite to varnish(A coating that provides a hard; lustrous; transparent finish to a surface),Tarnish and Polish are rhyming words and one helps to remove the other. If you apply polish to a rusted metal; it will help remove the tarnish.,"tarnish;tardy;mundane;
sluggish;slack;shoddy:all these means DULL.......!:)",Tarnish and Polish are rhyming opposite words; and one helps to remove the other. If you tarnish a polished metal surface/ or a personâ€™s reputation you damage it/him.,,,,,,,,,,,,,,,,,,,,,
507,tepid,tepid sounds like torpid which is sluggish ie; inactive,te(tea) and pid(dip):ypu can dip ur hand into tea only when it is lukewarm,tepid..sounds like rapid....when u have half hearted approach for sth u do things rapidly..means u want to just  finish ur work u have no interst in doing it...,~tea+Pee'd:: you can have hint from either TEA or PEE; in either case it's luke warm,"Tepid can be thought of as ""Tap"" which gives lukewarm water..","tepid=tap+it....introducing the new ""TAP IT gyser""...tap it once and u shall get LUKE WARM water...tap it twice and u shall get hot water.......:D",Tepid refers to something Mild; lukewarm or not too hot.,tepid = tea + pid; i.e. pid is having low control power which has little interest.,,,,,,,,,,,,,,,,,,
508,upbraid,elders criticize severely if their girls UP their BRA,braid means hairdo(hairstyle). upbraid means destroy hairdo. In hindi baal khinchna. If teacher rebukes or scolds you; he/she pulls your hair.,It has the word raid in it ; it implies when sm1 raids your house and finds black money ; u will be scolded very badly,up + bra :  girls dont do it here or ..,ladki ki choti kheechna is extremely reprimanded,upBRAID. Relate BRAID with BRIDE. When you catch up a bride who's eloped; you scold her severly and reprimand her.,Upbraid and Deprecate have somewhat similar meanings. The words mean; express disapproval of; reprimand.,A BRAID(plait) is a pattern formed by intertwining three or more strands of flexible material such as textile fibres; wire; or human hair so u r asking a girl to lift her braid (upbraid)tie up over n ask her to walk mean(criticize,,give up bribe above the bike openly so policeman severely scolded him,UPper class people often faces RAIDS....,Up(coming) + raid ; If someone comes to raid ur house; you will first try to scold or Critize him; to woo him off..,,,,,,,,,,,,,,
509,vexation,vexation:very anxious action.,vexation sound's some what like waxation if we do waxation we get irritation on our skin,when we get irritated with cold we take vicks action  500(vicks action sounds like vexation),ASSOCIATE it with waxing.(removal of hair);itz vry annoying,,,,,,,,,,,,,,,,,,,,,,
510,abet,"""a""+""bet"" Normally in teenage;college students ""bet"" to their friends that i will make a girl to fall in luv with me n even his fnds supports n encourages him.",to differentiate abet from abate=subside/moderate; we can pronounce it as abeat...so; my mom beat me when I assisted my brother in stealing chocolates...this can give an idea that abbeat=abet is related to something doing wrong.,'a bet' relate it to the betting in cricket. Betting encourages the players to invove in match fixing. Md. azharruddin was assisted by a bet-ter.,a+bet ; a bet generally assists you to do something wrong,ABET always encourages you to do A BAD thing.,Lalu was asked by his teacher(PD) to pronunce 'A BAT'while teaching cricket in his KG class. Lalu in his bihari style could only say -'A BET'.,"in colleges  "" abettment of ragging "" notices are put up; which suggest that anyone helping in ragging may be punished. so one may kepp in mind that abet means to assist; help",He abetted him in stealing sachin's bat.,He abetted him in stealing sachin's bat.,He abetted him in stealing sachin's bat,a+bet >>> a bet generally assists you to do something wrong.. and after tht u get beaten up by ur parents or police...,,,,,,,,,,,,,,,
